위치,법정동명,법정동코드,대피소명,경도,위도,수용가능인원,구,시,현재인원,비율,읍면동,담당자 연락처
경상북도 포항시 북구 용흥동 101-4,경상북도 포항시 북구,47113000,동북지방통계청,129.3564542,36.03466031,2424,포항시,경상북도,1361,0.561468647,북구,010-2517-8305
경상북도 포항시 북구 용흥동 340-0,경상북도 포항시 북구,47113000,동부청사 주차장,129.3507689,36.03714906,4484,포항시,경상북도,2280,0.508474576,북구,010-8197-8293
경상북도 포항시 북구 용흥동 615-6,경상북도 포항시 북구,47113000,포항남부초등학교 운동장,129.3560639,36.02812672,6666,포항시,경상북도,5635,0.845334533,북구,010-9907-8549
경상북도 포항시 북구 용흥동 430-0,경상북도 포항시 북구,47113000,포항여자전자고등학교 운동장,129.3495619,36.04998808,9333,포항시,경상북도,702,0.075216972,북구,010-1136-9174
경상북도 포항시 북구 두호동 1084-2,경상북도 포항시 북구,47113000,두호1어린이공원,129.3812344,36.06453058,1939,포항시,경상북도,1542,0.795255286,북구,010-1163-4369
경상북도 포항시 북구 두호동 1106-0,경상북도 포항시 북구,47113000,두호고등학교 운동장,129.3732507,36.06223144,4848,포항시,경상북도,2573,0.530734323,북구,010-2331-3038
경상북도 포항시 북구 장성동 1536-1,경상북도 포항시 북구,47113000,장원초등학교 운동장,129.384774,36.08111834,5090,포항시,경상북도,4408,0.866011788,북구,010-1179-6809
경상북도 포항시 북구 장성동 1429-1,경상북도 포항시 북구,47113000,포항장흥초등학교 운동장,129.3927348,36.07832193,5090,포항시,경상북도,469,0.092141454,북구,010-3118-7663
경상북도 포항시 북구 장성동 1344-0,경상북도 포항시 북구,47113000,장성초등학교 운동장,129.3718565,36.06953754,6060,포항시,경상북도,2967,0.48960396,북구,010-8770-1414
경상북도 포항시 북구 장성동 441-3,경상북도 포항시 북구,47113000,장량초등학교 운동장,129.3803108,36.07183562,5090,포항시,경상북도,227,0.04459725,북구,010-1748-4532
경상북도 포항시 북구 장성동 1410-12,경상북도 포항시 북구,47113000,장성4어린이공원,129.3941841,36.08323351,1939,포항시,경상북도,1371,0.707065498,북구,010-3313-2624
경상북도 포항시 북구 장성동 1460-1,경상북도 포항시 북구,47113000,장성6어린이공원,129.3870911,36.07664474,2303,포항시,경상북도,251,0.108988276,북구,010-9946-5093
경상북도 포항시 북구 용흥동 511-0,경상북도 포항시 북구,47113000,동지여자고등학교 운동장,129.3462145,36.03821617,6787,포항시,경상북도,3310,0.487697068,북구,010-6892-6257
경상북도 포항시 북구 용흥동 418-9,경상북도 포항시 북구,47113000,대흥중학교 운동장,129.3537033,36.04469224,6060,포항시,경상북도,4867,0.803135314,북구,010-6494-4966
경상북도 포항시 북구 흥해읍 매산리 16-1,경상북도 포항시 북구,47113000,농업기술센터,129.3052028,36.11353285,2424,포항시,경상북도,891,0.367574257,북구,010-6202-3876
경상북도 포항시 북구 흥해읍 옥성리 376-0,경상북도 포항시 북구,47113000,흥해공업고등학교 운동장,129.3383736,36.10665618,6303,포항시,경상북도,1536,0.243693479,북구,010-1750-6777
경상북도 포항시 북구 흥해읍 옥성리 177-1,경상북도 포항시 북구,47113000,흥해중학교 운동장,129.3414724,36.10860454,8484,포항시,경상북도,1603,0.188943894,북구,010-7721-8913
경상북도 포항시 북구 창포동 646-0,경상북도 포항시 북구,47113000,창포초등학교 운동장,129.3687611,36.06665226,3393,포항시,경상북도,1808,0.532861774,북구,010-4563-5359
경상북도 포항시 북구 두호동 336-0,경상북도 포항시 북구,47113000,포항동부초등학교 운동장,129.380303,36.06263354,6303,포항시,경상북도,273,0.043312708,북구,010-8268-7096
경상북도 포항시 북구 두호동 919-9,경상북도 포항시 북구,47113000,두호남부초등학교 운동장,129.3734872,36.06141782,3878,포항시,경상북도,1139,0.293708097,북구,010-8361-9840
경상북도 포항시 북구 두호동 1080-1,경상북도 포항시 북구,47113000,두호5어린이공원,129.3817347,36.06738185,3030,포항시,경상북도,422,0.139273927,북구,010-8731-3177
경상북도 포항시 북구 두호동 산30-1,경상북도 포항시 북구,47113000,두호동산,129.383434,36.07012451,2181,포항시,경상북도,1667,0.76432829,북구,010-4847-5379
경상북도 포항시 북구 두호동 105-1,경상북도 포항시 북구,47113000,물의공원,129.3884674,36.06535745,4848,포항시,경상북도,3109,0.64129538,북구,010-3341-4895
경상북도 포항시 북구 두호동 1097-1,경상북도 포항시 북구,47113000,창포6공원,129.3724887,36.06735662,3151,포항시,경상북도,1670,0.529990479,북구,010-2118-9951
경상북도 포항시 북구 환호동 504-0,경상북도 포항시 북구,47113000,항구초등학교 운동장,129.4004863,36.0703464,7272,포항시,경상북도,7098,0.976072607,북구,010-1747-9094
경상북도 포항시 북구 여남동 393-0,경상북도 포항시 북구,47113000,포항해양과학고등학교(한국해양마이스터고등학교) 운동장,129.4052392,36.07468429,10060,포항시,경상북도,8994,0.894035785,북구,010-6798-8675
경상북도 포항시 북구 흥해읍 매산리 1-6,경상북도 포항시 북구,47113000,흥해서부초등학교 운동장,129.3144955,36.11556973,5333,포항시,경상북도,4578,0.858428652,북구,010-8903-6648
경상북도 포항시 북구 환호동 산63-1,경상북도 포항시 북구,47113000,환호공원,129.3935823,36.06684479,36363,포항시,경상북도,25481,0.700739763,북구,010-4847-9081
서울특별시 구로구 궁동 230-0,서울특별시 구로구 궁동,11530109,우신고등학교 운동장,126.8271572,37.49495816,13631,구로구,서울특별시,6288,0.461301445,궁동,010-7037-3611
서울특별시 구로구 개봉동 143-4,서울특별시 구로구 개봉동,11530107,경인중학교 운동장,126.8542484,37.49811863,5490,구로구,서울특별시,860,0.156648452,개봉동,010-1330-4446
서울특별시 구로구 개봉동 273-15,서울특별시 구로구 개봉동,11530107,개웅중학교 운동장,126.8509742,37.48703469,1923,구로구,서울특별시,1438,0.747789912,개봉동,010-7130-4233
서울특별시 구로구 개봉동 314-165,서울특별시 구로구 개봉동,11530107,개명초등학교 운동장,126.8510887,37.4828143,1766,구로구,서울특별시,1295,0.733295583,개봉동,010-2124-8032
서울특별시 구로구 개봉동 266-0,서울특별시 구로구 개봉동,11530107,개봉초등학교 운동장,126.8583403,37.48919767,4212,구로구,서울특별시,447,0.106125356,개봉동,010-5552-2860
서울특별시 구로구 개봉동 산53-25,서울특별시 구로구 개봉동,11530107,개웅초등학교 운동장,126.8501544,37.48829065,2729,구로구,서울특별시,214,0.078417003,개봉동,010-1719-4544
서울특별시 구로구 오류동 20-1,서울특별시 구로구 오류동,11530108,오류초등학교 운동장,126.8423094,37.4979757,5598,구로구,서울특별시,3891,0.695069668,오류동,010-6094-8291
서울특별시 구로구 오류동 199-1,서울특별시 구로구 오류동,11530108,덕일전자공업고등학교 운동장,126.8372598,37.49026644,2334,구로구,서울특별시,1274,0.545844045,오류동,010-8293-7198
서울특별시 구로구 오류동 산39-71,서울특별시 구로구 오류동,11530108,오남중학교 운동장,126.835131,37.489134,3086,구로구,서울특별시,855,0.27705768,오류동,010-3155-3209
서울특별시 구로구 궁동 110-1,서울특별시 구로구 궁동,11530109,오류고등학교운동장,126.8274517,37.50010521,4375,구로구,서울특별시,1467,0.335314286,궁동,010-9529-6275
경상북도 포항시 북구 흥해읍 죽천리 111-11,경상북도 포항시 북구,47113000,죽천1리 마을회관,129.4194442,36.08952864,242,포항시,경상북도,181,0.747933884,북구,010-5154-2959
경상북도 포항시 북구 흥해읍 죽천리 442-1,경상북도 포항시 북구,47113000,포항대학교 운동장,129.409406,36.08540155,13333,포항시,경상북도,602,0.045151129,북구,010-3303-5245
경상북도 포항시 북구 흥해읍 용곡리 173-1,경상북도 포항시 북구,47113000,용곡리 정자인근 공터,129.3121839,36.12205984,242,포항시,경상북도,204,0.842975207,북구,010-1538-2333
경상북도 포항시 북구 장성동 1566-8,경상북도 포항시 북구,47113000,장성15어린이공원,129.3843071,36.07632427,1939,포항시,경상북도,1226,0.632284683,북구,010-4729-2717
경상북도 포항시 북구 장성동 1498-1,경상북도 포항시 북구,47113000,장성고등학교 운동장,129.3851801,36.08580913,5090,포항시,경상북도,3203,0.629273084,북구,010-2538-5343
경상북도 포항시 북구 장성동 1372-1,경상북도 포항시 북구,47113000,장흥중학교 운동장,129.3864745,36.0855447,4848,포항시,경상북도,4509,0.930074257,북구,010-4176-6680
경상북도 포항시 북구 양덕동 336-2,경상북도 포항시 북구,47113000,포항송곡초등학교 운동장,129.3841249,36.09168743,3030,포항시,경상북도,2825,0.932343234,북구,010-6142-3168
경상북도 포항시 북구 양덕동 1851-0,경상북도 포항시 북구,47113000,양덕초등학교 운동장,129.4035933,36.0797713,2424,포항시,경상북도,1377,0.568069307,북구,010-6130-8628
경상북도 포항시 북구 양덕동 502-0,경상북도 포항시 북구,47113000,양덕축구장,129.3994092,36.0776492,36363,포항시,경상북도,8918,0.245249292,북구,010-6266-4519
경상북도 포항시 북구 환호동 493,경상북도 포항시 북구,47113000,대도중학교 운동장,129.3965764,36.07253172,6545,포항시,경상북도,1050,0.160427807,북구,010-8780-4518
경상북도 포항시 북구 흥해읍 남성리 299-5,경상북도 포항시 북구,47113000,남성7 어린이공원,129.3486528,36.10735132,1454,포항시,경상북도,311,0.21389271,북구,010-1624-7457
경상북도 포항시 북구 흥해읍 중성리 138-0,경상북도 포항시 북구,47113000,중성어린이공원,129.3508911,36.11008675,1818,포항시,경상북도,162,0.089108911,북구,010-2725-7635
경상북도 포항시 북구 흥해읍 망천리 989-0,경상북도 포항시 북구,47113000,망천어린이공원,129.3523559,36.11121294,1818,포항시,경상북도,1128,0.620462046,북구,010-1346-3450
경상북도 포항시 북구 흥해읍 남송리 709-0,경상북도 포항시 북구,47113000,남송1리 마을회관,129.3679446,36.10013395,242,포항시,경상북도,67,0.276859504,북구,010-4089-2868
경상북도 포항시 북구 흥해읍 남송리 228-0,경상북도 포항시 북구,47113000,남송3리 마을회관,129.3832693,36.11258948,242,포항시,경상북도,175,0.723140496,북구,010-5823-1449
경상북도 포항시 북구 흥해읍 곡강리 507-6,경상북도 포항시 북구,47113000,곡강3리 마을회관,129.3984532,36.1281312,242,포항시,경상북도,177,0.731404959,북구,010-4965-3870
경상북도 포항시 북구 흥해읍 용한리 197-0,경상북도 포항시 북구,47113000,용한2리 마을회관,129.4310555,36.10226376,242,포항시,경상북도,8,0.033057851,북구,010-3760-6876
경상북도 포항시 북구 흥해읍 용한리 535-0,경상북도 포항시 북구,47113000,용한1리 마을회관,129.4256494,36.11154615,242,포항시,경상북도,80,0.330578512,북구,010-6805-1215
경상북도 포항시 북구 흥해읍 우목리 20-0,경상북도 포항시 북구,47113000,죽천초등학교 운동장,129.4278315,36.09778199,5454,포항시,경상북도,2016,0.369636964,북구,010-9613-1894
경상북도 포항시 북구 흥해읍 죽천리 679-7,경상북도 포항시 북구,47113000,죽천2리 마을회관,129.4165957,36.08378025,242,포항시,경상북도,80,0.330578512,북구,010-1807-6191
서울특별시 양천구 목동 909-0,서울특별시 양천구 목동,11470102,월촌중학교 운동장,126.8831236,37.53718932,2856,양천구,서울특별시,193,0.067577031,목동,010-9350-4052
서울특별시 양천구 목동 906-0,서울특별시 양천구 목동,11470102,파리공원,126.8767493,37.53451029,34438,양천구,서울특별시,8677,0.251960044,목동,010-3134-1939
서울특별시 양천구 목동 743-15,서울특별시 양천구 목동,11470102,신목중학교 운동장,126.8724602,37.53666089,3815,양천구,서울특별시,1808,0.473918742,목동,010-3212-5583
서울특별시 양천구 목동 744-4,서울특별시 양천구 목동,11470102,영도초등학교 운동장,126.8715749,37.53567067,5564,양천구,서울특별시,845,0.151869159,목동,010-7418-5602
서울특별시 양천구 목동 646-23,서울특별시 양천구 목동,11470102,백석어린이공원,126.8650263,37.54517576,858,양천구,서울특별시,81,0.094405594,목동,010-3849-4704
서울특별시 양천구 목동 600-6,서울특별시 양천구 목동,11470102,양동중학교 운동장,126.8691897,37.54763707,7800,양천구,서울특별시,1959,0.251153846,목동,010-3016-9336
서울특별시 양천구 목동 611-1,서울특별시 양천구 목동,11470102,한두어린이공원,126.865457,37.54920345,1195,양천구,서울특별시,503,0.420920502,목동,010-4305-3326
서울특별시 양천구 목동 735-0,서울특별시 양천구 목동,11470102,강서고등학교 운동장,126.8662906,37.53636157,5529,양천구,서울특별시,5282,0.95532646,목동,010-2573-2139
서울특별시 양천구 목동 757-1,서울특별시 양천구 목동,11470102,정목초등학교 운동장,126.8698325,37.53682635,4606,양천구,서울특별시,4074,0.88449848,목동,010-7450-2928
서울특별시 양천구 목동 922-0,서울특별시 양천구 목동,11470102,목운중학교 운동장,126.872566,37.5267027,2180,양천구,서울특별시,1710,0.78440367,목동,010-5175-8303
서울특별시 양천구 목동 927-5,서울특별시 양천구 목동,11470102,서정초등학교 운동장,126.8674808,37.52392045,4449,양천구,서울특별시,1386,0.311530681,목동,010-3857-9009
서울특별시 양천구 목동 921-0,서울특별시 양천구 목동,11470102,오목공원,126.873202,37.52799426,25480,양천구,서울특별시,8299,0.325706436,목동,010-9177-1894
서울특별시 양천구 목동 927-6,서울특별시 양천구 목동,11470102,진명여자고등학교 운동장,126.8660782,37.5235177,6106,양천구,서울특별시,230,0.037667868,목동,010-1687-8608
서울특별시 양천구 목동 904-5,서울특별시 양천구 목동,11470102,달마을근린공원,126.8681355,37.54258939,34673,양천구,서울특별시,32284,0.931099126,목동,010-3301-8301
서울특별시 양천구 목동 530-29,서울특별시 양천구 목동,11470102,목2동 마을쉼터(어울림쉼터),126.8715395,37.5454535,681,양천구,서울특별시,507,0.744493392,목동,010-5614-1519
서울특별시 양천구 목동 946-1,서울특별시 양천구 목동,11470102,용왕산근린공원 운동장,126.8779325,37.54318639,236736,양천구,서울특별시,7836,0.033100162,목동,010-1496-6381
서울특별시 양천구 목동 542-0,서울특별시 양천구 목동,11470102,양화초등학교 운동장,126.8745234,37.54375021,6315,양천구,서울특별시,3395,0.537608868,목동,010-2963-5474
서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우동,11260105,망우초등학교운동장,127.1033584,37.59822451,3393,중랑구,서울특별시,792,0.233421751,망우동,010-1058-1611
서울특별시 중랑구 망우동 440,서울특별시 중랑구 망우동,11260105,면일초등학교운동장,127.0995292,37.59169112,3059,중랑구,서울특별시,1113,0.363844394,망우동,010-1039-1478
서울특별시 중랑구 망우동 519-0,서울특별시 중랑구 망우동,11260105,혜원여자고등학교운동장,127.096603,37.59372326,7110,중랑구,서울특별시,1850,0.260196906,망우동,010-3616-1103
서울특별시 중랑구 망우동 122-1,서울특별시 중랑구 망우동,11260105,봉화중학교운동장,127.1037583,37.59663479,2753,중랑구,서울특별시,1131,0.410824555,망우동,010-2251-6346
서울특별시 중랑구 망우동 220-0,서울특별시 중랑구 망우동,11260105,영란여자중학교운동장,127.1038954,37.60352712,8587,중랑구,서울특별시,3124,0.363805753,망우동,010-3094-4276
서울특별시 중랑구 망우동 85-3,서울특별시 중랑구 망우동,11260105,동원중학교운동장,127.1081199,37.60350873,6373,중랑구,서울특별시,101,0.015848109,망우동,010-1634-8544
서울특별시 중랑구 묵동 342-3,서울특별시 중랑구 묵동,11260104,수림대공원(서울장미공원),127.0730624,37.6151387,1963,중랑구,서울특별시,1623,0.826795721,묵동,010-8068-1389
서울특별시 중랑구 망우동 216,서울특별시 중랑구 망우동,11260105,동원초등학교운동장,127.1048454,37.60495275,4581,중랑구,서울특별시,1766,0.385505348,망우동,010-5210-9825
서울특별시 중랑구 묵동 12-0,서울특별시 중랑구 묵동,11260104,원묵중학교 운동장,127.0850148,37.61779863,4770,중랑구,서울특별시,2389,0.500838574,묵동,010-2900-4989
서울특별시 중랑구 묵동 23-0,서울특별시 중랑구 묵동,11260104,원묵고등학교운동장,127.0863527,37.61551884,3963,중랑구,서울특별시,3262,0.823113803,묵동,010-2982-8617
서울특별시 중랑구 묵동 6-0,서울특별시 중랑구 묵동,11260104,태릉고등학교 운동장,127.0851608,37.61872092,6901,중랑구,서울특별시,6013,0.871322997,묵동,010-3339-4952
서울특별시 중랑구 묵동 121-278,서울특별시 중랑구 묵동,11260104,태릉중학교운동장,127.0825197,37.61246718,4043,중랑구,서울특별시,2391,0.59139253,묵동,010-1995-3811
서울특별시 중랑구 묵동 11-0,서울특별시 중랑구 묵동,11260104,원묵초등학교 운동장,127.0861623,37.61760637,3636,중랑구,서울특별시,3315,0.911716172,묵동,010-4798-7007
서울특별시 중랑구 중화동 381-3,서울특별시 중랑구 중화동,11260103,수경공원,127.0740808,37.60278458,6878,중랑구,서울특별시,807,0.117330619,중화동,010-7583-2790
서울특별시 중랑구 묵동 246-12,서울특별시 중랑구 묵동,11260104,신묵초등학교운동장,127.0754804,37.60741798,7855,중랑구,서울특별시,4615,0.58752387,묵동,010-6580-1876
서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 묵동,11260104,묵현초등학교운동장,127.0733591,37.60878905,1454,중랑구,서울특별시,758,0.521320495,묵동,010-1442-5637
경상북도 포항시 북구 흥해읍 덕장리 1025-17,경상북도 포항시 북구,47113000,덕장1리 마을회관,129.3343959,36.13419161,242,포항시,경상북도,214,0.884297521,북구,010-7532-4172
경상북도 포항시 북구 흥해읍 용전리 251-0,경상북도 포항시 북구,47113000,용전2리 마을회관,129.3424755,36.12591015,242,포항시,경상북도,2,0.008264463,북구,010-9532-6156
경상북도 포항시 북구 흥해읍 용전리 797-21,경상북도 포항시 북구,47113000,용전1리 마을회관,129.3297297,36.12072341,242,포항시,경상북도,107,0.44214876,북구,010-6512-3886
경상북도 포항시 북구 흥해읍 용천리 1203-0,경상북도 포항시 북구,47113000,곡강초등학교 운동장,129.3486768,36.13027115,5090,포항시,경상북도,1088,0.213752456,북구,010-1447-2309
경상북도 포항시 북구 흥해읍 용천리 1053-1,경상북도 포항시 북구,47113000,용천2리 마을회관,129.3532758,36.14239416,242,포항시,경상북도,59,0.243801653,북구,010-9169-8629
경상북도 포항시 북구 흥해읍 금장리 683-13,경상북도 포항시 북구,47113000,금장1리 마을회관,129.3623266,36.1345886,242,포항시,경상북도,152,0.628099174,북구,010-7965-3524
경상북도 포항시 북구 흥해읍 금장리 184-1,경상북도 포항시 북구,47113000,금장2리 마을회관,129.3743334,36.12887528,242,포항시,경상북도,33,0.136363636,북구,010-3952-4470
경상북도 포항시 북구 흥해읍 흥안리 497-1,경상북도 포항시 북구,47113000,흥안1리 마을회관,129.3742973,36.12543352,242,포항시,경상북도,68,0.280991736,북구,010-3090-8092
경상북도 포항시 북구 흥해읍 약성리 100-0,경상북도 포항시 북구,47113000,흥해초등학교 운동장,129.3466434,36.11419453,6666,포항시,경상북도,1862,0.279327933,북구,010-3188-7447
경상북도 포항시 북구 흥해읍 남성리 338-0,경상북도 포항시 북구,47113000,흥해남산초등학교 운동장,129.3456559,36.10476192,3878,포항시,경상북도,176,0.045384219,북구,010-2043-7839
경상북도 포항시 북구 흥해읍 성곡리 169-2,경상북도 포항시 북구,47113000,성곡농장경로당,129.356997,36.08673253,242,포항시,경상북도,167,0.690082645,북구,010-5777-4944
경상북도 포항시 북구 흥해읍 성곡리 349-1,경상북도 포항시 북구,47113000,성곡3리 새마을복지관,129.3486307,36.08035032,242,포항시,경상북도,162,0.669421488,북구,010-7554-2422
경상북도 포항시 북구 흥해읍 이인리 286-0,경상북도 포항시 북구,47113000,달전초등학교 운동장,129.3347883,36.06313642,3151,포항시,경상북도,2183,0.692795938,북구,010-3309-7459
경상북도 포항시 북구 흥해읍 대련리 614-1,경상북도 포항시 북구,47113000,포항예술고등학교 운동장,129.3153825,36.0518899,4242,포항시,경상북도,1654,0.38991042,북구,010-6194-8874
경상북도 포항시 북구 흥해읍 용곡리 367-0,경상북도 포항시 북구,47113000,용곡리 마을회관,129.3098223,36.12215121,242,포항시,경상북도,146,0.603305785,북구,010-5674-9720
경상북도 포항시 북구 흥해읍 양백리 477-0,경상북도 포항시 북구,47113000,양백1리 마을회관,129.3207496,36.12595131,242,포항시,경상북도,75,0.309917355,북구,010-3404-8155
경상북도 포항시 북구 흥해읍 양백리 204-0,경상북도 포항시 북구,47113000,양백2리 마을회관,129.3248802,36.1308864,242,포항시,경상북도,205,0.847107438,북구,010-1278-2913
경상북도 포항시 북구 흥해읍 덕성리 254-1,경상북도 포항시 북구,47113000,덕성2리 마을회관,129.3212029,36.14493173,242,포항시,경상북도,209,0.863636364,북구,010-6140-2196
경상북도 포항시 북구 흥해읍 덕성리 533-0,경상북도 포항시 북구,47113000,덕성1리 마을회관,129.3053108,36.14987814,242,포항시,경상북도,132,0.545454545,북구,010-1352-3128
경상북도 포항시 북구 흥해읍 덕장리 396-0,경상북도 포항시 북구,47113000,덕장2리 마을회관,129.3446964,36.1445895,242,포항시,경상북도,95,0.392561983,북구,010-2225-1572
서울특별시 양천구 신월동 1010-0,서울특별시 양천구 신월동,11470103,강신중학교 운동장,126.8391966,37.51439372,5505,양천구,서울특별시,377,0.068483197,신월동,010-9663-3850
서울특별시 양천구 신월동 56-1,서울특별시 양천구 신월동,11470103,강월어린이공원,126.836089,37.5157566,2985,양천구,서울특별시,2751,0.92160804,신월동,010-1002-9067
서울특별시 양천구 신월동 587-0,서울특별시 양천구 신월동,11470103,신남초등학교 운동장,126.8447389,37.51597002,4579,양천구,서울특별시,4064,0.887530028,신월동,010-1163-5407
서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월동,11470103,강월초등학교 운동장,126.8341281,37.516044,5488,양천구,서울특별시,1356,0.247084548,신월동,010-6663-4713
서울특별시 양천구 신월동 987-1,서울특별시 양천구 신월동,11470103,신월근린공원,126.8339204,37.51757198,878,양천구,서울특별시,645,0.734624146,신월동,010-1508-2989
서울특별시 양천구 신월동 948-0,서울특별시 양천구 신월동,11470103,양천중학교 운동장,126.8308337,37.52014066,4197,양천구,서울특별시,2360,0.562306409,신월동,010-7306-4345
서울특별시 양천구 신월동 975-1,서울특별시 양천구 신월동,11470103,오솔길공원,126.8358448,37.52042054,423,양천구,서울특별시,21,0.04964539,신월동,010-4214-4475
서울특별시 양천구 신월동 956-0,서울특별시 양천구 신월동,11470103,한울근린공원,126.832195,37.51985395,379,양천구,서울특별시,268,0.707124011,신월동,010-4465-8810
서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 중화동,11260103,묵동초등학교 운동장,127.0813565,37.60389499,3886,중랑구,서울특별시,98,0.025218734,중화동,010-9700-7745
서울특별시 양천구 신월동 17-6,서울특별시 양천구 신월동,11470103,신월중학교 운동장,126.8289573,37.540469,7865,양천구,서울특별시,5385,0.684678957,신월동,010-8075-8049
서울특별시 양천구 신월동 17-7,서울특별시 양천구 신월동,11470103,신화중학교 운동장,126.8300797,37.54050525,4442,양천구,서울특별시,2289,0.51530842,신월동,010-1389-8283
서울특별시 양천구 신월동 1012-2,서울특별시 양천구 신월동,11470103,강신어린이공원,126.8384111,37.51553414,1831,양천구,서울특별시,981,0.535772802,신월동,010-8792-1923
서울특별시 양천구 신월동 73-2,서울특별시 양천구 신월동,11470103,신오어린이공원,126.8315699,37.5381966,1056,양천구,서울특별시,664,0.628787879,신월동,010-1186-7082
경상북도 포항시 북구 흥해읍 흥안리 398-1,경상북도 포항시 북구,47113000,흥안2리 마을회관,129.3765047,36.12315433,242,포항시,경상북도,201,0.830578512,북구,010-6049-5107
경상북도 포항시 북구 흥해읍 칠포리 377-16,경상북도 포항시 북구,47113000,칠포2리 마을회관,129.3946418,36.14159391,242,포항시,경상북도,156,0.644628099,북구,010-4790-8037
경상북도 포항시 북구 흥해읍 칠포리 143-1,경상북도 포항시 북구,47113000,칠포1리 마을회관,129.3954518,36.14381408,242,포항시,경상북도,151,0.623966942,북구,010-4440-1541
경상북도 포항시 북구 흥해읍 오도리 77-0,경상북도 포항시 북구,47113000,오도2리 마을회관,129.3990996,36.16447489,242,포항시,경상북도,68,0.280991736,북구,010-5360-2460
경상북도 포항시 북구 흥해읍 오도리 322-0,경상북도 포항시 북구,47113000,오도1리 마을회관,129.3995288,36.1542993,242,포항시,경상북도,12,0.049586777,북구,010-9601-9138
경상북도 포항시 북구 흥해읍 초곡리 1010-16,경상북도 포항시 북구,47113000,초곡리 마을회관,129.3194434,36.08605408,242,포항시,경상북도,153,0.632231405,북구,010-1301-6194
경상북도 포항시 북구 흥해읍 학천리 707-2,경상북도 포항시 북구,47113000,도음산도립공원,129.3049622,36.07961176,19393,포항시,경상북도,8910,0.459444129,북구,010-1705-7059
경상북도 포항시 북구 흥해읍 학천리 4-0,경상북도 포항시 북구,47113000,농산물 도매시장 주차장,129.3356289,36.08010997,24242,포항시,경상북도,50,0.002062536,북구,010-7336-7417
경상북도 포항시 북구 흥해읍 학천리 109-0,경상북도 포항시 북구,47113000,학천초등학교 운동장,129.3281476,36.07684876,3636,포항시,경상북도,1110,0.305280528,북구,010-3701-2055
경상북도 포항시 북구 흥해읍 성곡리 591-0,경상북도 포항시 북구,47113000,성곡1리 마을회관,129.3460993,36.09131295,242,포항시,경상북도,78,0.32231405,북구,010-1383-4020
경상북도 포항시 북구 신광면 흥곡리 544-1,경상북도 포항시 북구,47113000,흥곡2리 마을회관,129.2400286,36.10458906,242,포항시,경상북도,231,0.954545455,북구,010-8496-5284
경상북도 포항시 북구 신광면 흥곡리 662-2,경상북도 포항시 북구,47113000,흥곡1리 마을회관,129.2393982,36.09313317,242,포항시,경상북도,27,0.111570248,북구,010-9475-6369
경상북도 포항시 북구 신광면 우각리 102-0,경상북도 포항시 북구,47113000,우각1리 마을회관,129.2634255,36.10456956,242,포항시,경상북도,50,0.20661157,북구,010-8055-2961
경상북도 포항시 북구 신광면 우각리 513-0,경상북도 포항시 북구,47113000,우각2리 마을회관,129.2574146,36.11503148,242,포항시,경상북도,232,0.958677686,북구,010-5429-5284
경상북도 포항시 북구 신광면 죽성리 473-18,경상북도 포항시 북구,47113000,죽성2리 마을회관,129.2499366,36.13203455,242,포항시,경상북도,110,0.454545455,북구,010-9610-3478
경상북도 포항시 북구 신광면 죽성리 672-0,경상북도 포항시 북구,47113000,죽성1리 마을회관,129.2453152,36.12192805,242,포항시,경상북도,30,0.123966942,북구,010-3098-4605
경상북도 포항시 북구 신광면 상읍리 628-3,경상북도 포항시 북구,47113000,상읍2리 마을회관,129.2473407,36.14674392,242,포항시,경상북도,201,0.830578512,북구,010-9480-9335
경상북도 포항시 북구 신광면 상읍리 245-1,경상북도 포항시 북구,47113000,상읍1리 마을회관,129.2580718,36.13372859,242,포항시,경상북도,216,0.892561983,북구,010-2507-1785
경상북도 포항시 북구 신광면 토성리 483-0,경상북도 포항시 북구,47113000,신광초등학교 운동장,129.2621713,36.12924074,4848,포항시,경상북도,1684,0.347359736,북구,010-2215-4108
경상북도 포항시 북구 신광면 토성리 344-0,경상북도 포항시 북구,47113000,신광중학교 운동장,129.2639279,36.13046343,7272,포항시,경상북도,2244,0.308580858,북구,010-5187-4848
경상북도 포항시 북구 신광면 기일리 618-0,경상북도 포항시 북구,47113000,기일리 노인정,129.2365873,36.17339807,242,포항시,경상북도,111,0.458677686,북구,010-8457-5602
경상북도 포항시 북구 신광면 마북리 256-0,경상북도 포항시 북구,47113000,마북리 마을회관,129.2453903,36.1940749,242,포항시,경상북도,143,0.590909091,북구,010-6566-9440
경상북도 포항시 북구 신광면 호리 425-0,경상북도 포항시 북구,47113000,호리 마을회관,129.291991,36.13199123,242,포항시,경상북도,19,0.078512397,북구,010-5167-7850
경상북도 포항시 북구 청하면 덕성리 327-0,경상북도 포항시 북구,47113000,청하초등학교 운동장,129.3378621,36.19840398,4000,포항시,경상북도,1355,0.33875,북구,010-5336-2790
경상북도 포항시 북구 청하면 덕성리 384-1,경상북도 포항시 북구,47113000,청하중학교 운동장,129.3350887,36.19395801,4969,포항시,경상북도,1593,0.320587643,북구,010-7799-8852
