대피소명,위치,현재인원,수용가능인원,수용가능인원범위,경도,위도,시,구,읍면동,담당자 연락처,비율
태평양하이츠아파트 지하1층,"부산광역시 수영구 남천바다로21번길 51 (광안동, 태평양하이츠)",248,1535,1000이상 5000이하,129.113665,35.1515133,부산광역시,수영구,광안동,010-4778-8618,0.16156351791530946
덕천제일교회 지하1층,"부산광역시 북구 만덕대로156번길 7, 덕천제일교회 (덕천동)",705,1083,1000이상 5000이하,129.0221279,35.2127611,부산광역시,북구,덕천동,010-5682-9396,0.6509695290858726
금곡 9단지 주공 아파트 지하주차장 1층,"부산광역시 북구 효열로 98 (금곡동, 주공아파트)",529,5225,5000이상,129.0146078,35.2560491,부산광역시,북구,금곡동,010-2953-2035,0.10124401913875598
금곡화목타운 지하주차장 1층,"부산광역시 북구 효열로220번길 22 (금곡동, 금곡화목타운)",3623,4287,1000이상 5000이하,129.0197908,35.2624289,부산광역시,북구,금곡동,010-1211-6934,0.8451131327268486
유림아파트 2차 지하주차장 1층,"부산광역시 북구 금곡대로616번길 57 (금곡동, 유림아파트)",57,4026,1000이상 5000이하,129.0166462,35.2626099,부산광역시,북구,금곡동,010-3400-3367,0.014157973174366617
유림아파트(대건) 지하주차장 1층,"부산광역시 북구 효열로 193 (금곡동, 유림아파트)",2631,3986,1000이상 5000이하,129.0170674,35.2627506,부산광역시,북구,금곡동,010-7181-9156,0.6600602107375816
동원아파트 지하1층 주차장,부산광역시 북구 덕천로234번길 7 (동원아파트),2801,3653,1000이상 5000이하,129.0305018,35.2096507,부산광역시,북구,만덕동,010-8740-3817,0.7667670407883931
"구포 봄여름가을겨울아파트 지하주차장 1, 2층","부산광역시 북구 낙동대로1762번길 50 (구포동, 봄여름가을겨울아파트)",21,3614,1000이상 5000이하,129.0001896,35.207296,부산광역시,북구,구포동,010-8567-1024,0.005810736026563365
엄궁롯데캐슬리버 지하주차장 지하1층,"부산광역시 사상구 엄궁북로 62 (엄궁동, 엄궁롯데캐슬리버)",3284,7580,5000이상,128.975702,35.1273543,부산광역시,사상구,엄궁동,010-5648-7887,0.43324538258575196
삼익비치타운아파트 215동 지하1층,"부산광역시 수영구 광안해변로 100, 215동 (남천동, 비치아파트)",649,760,100이상 1000이하,129.1164134,35.1430393,부산광역시,수영구,남천동,010-5199-1026,0.8539473684210527
학장삼정그린코아아파트 101동~105동 지하주차장 2층,"부산광역시 사상구 학감대로123번길 67(학장동, 학장동삼정그린코아아파트)",109,644,100이상 1000이하,128.985335,35.1403896,부산광역시,사상구,학장동,010-9825-8064,0.16925465838509315
"남영아파트 지하(1층)주차장, 전동 지하1층","부산광역시 사상구 백양대로 716 (덕포동, 덕포남영아파트)",167,2876,1000이상 5000이하,128.9892483,35.1706928,부산광역시,사상구,덕포동,010-5483-6440,0.058066759388038944
수영현대아파트 전동 지하1층,부산광역시 수영구 수영로741번길 20 (현대아파트),4865,5579,5000이상,129.1233158,35.1681927,부산광역시,수영구,수영동,010-2799-3171,0.8720200752823086
이진빌라 지하1층,부산광역시 수영구 민락로6번길 49,81,219,100이상 1000이하,129.1247204,35.157847,부산광역시,수영구,민락동,010-3610-9670,0.3698630136986301
상아아파트 102동 지하1층,"부산광역시 수영구 광서로 54 (광안동, 상아아파트)",506,560,100이상 1000이하,129.1074849,35.1644651,부산광역시,수영구,광안동,010-1452-7489,0.9035714285714286
광원아파트 101동 지하1층,"부산광역시 수영구 광일로 63 (광안동, 광원아파트)",688,695,100이상 1000이하,129.1070877,35.1624121,부산광역시,수영구,광안동,010-2194-4024,0.9899280575539569
수영중앙교회 지하1층,부산광역시 수영구 망미번영로74번길 88 (수영동),4,200,100이상 1000이하,129.1152727,35.1728123,부산광역시,수영구,수영동,010-9540-5991,0.02
엘지신주례아파트2단지 지하주차장 1층,"부산광역시 사상구 백양대로342번길 17-0 (주례동, 엘지신주례아파트)",4141,4195,1000이상 5000이하,129.0132729,35.1540681,부산광역시,사상구,주례동,010-9449-6694,0.9871275327771156
반도보라메머드타운 지하주차장 1층,"부산광역시 사상구 백양대로 372-22 (주례동, 반도보라메머드타운)",1930,5789,5000이상,129.0121943,35.1547172,부산광역시,사상구,주례동,010-7860-8701,0.33339091380203834
광원아파트 102동 지하1층,"부산광역시 수영구 광일로 63 (광안동, 광원아파트)",261,347,100이상 1000이하,129.1070877,35.1624121,부산광역시,수영구,광안동,010-9397-7891,0.7521613832853026
광원아파트 104동 지하1층,"부산광역시 수영구 광일로 63 (광안동, 광원아파트)",1259,1280,1000이상 5000이하,129.1070877,35.1624121,부산광역시,수영구,광안동,010-4822-5879,0.98359375
비치그린아파트 101동 지하1층,부산광역시 수영구 광일로 49 (광안동),712,855,100이상 1000이하,129.1084625,35.1622314,부산광역시,수영구,광안동,010-7863-2004,0.8327485380116959
모라교회 지하1층,부산광역시 사상구 모덕로95번길 101 (모라동),551,590,100이상 1000이하,128.9874334,35.1857348,부산광역시,사상구,모라동,010-6648-2342,0.9338983050847458
비치그린아파트 104동 지하1층,부산광역시 수영구 광일로 49 (광안동),331,460,100이상 1000이하,129.1084625,35.1622314,부산광역시,수영구,광안동,010-4226-5891,0.7195652173913043
부산산업 지하1층,"부산광역시 사상구 장인로 35 (감전동, 부산산업(주))",147,393,100이상 1000이하,128.9730989,35.143767,부산광역시,사상구,감전동,010-2089-1009,0.37404580152671757
산업용재 유통상가 지하주차장 1층,"부산광역시 사상구 새벽로 131 (감전동, 부산산업용재유통상가)",3012,4298,1000이상 5000이하,128.9811575,35.1531844,부산광역시,사상구,감전동,010-8523-3065,0.7007910656119125
부덕그린아파트 지하1층,"부산광역시 수영구 수영로636번길 85 (광안동, 부덕그린아파트)",879,1704,1000이상 5000이하,129.1193937,35.1621852,부산광역시,수영구,광안동,010-7013-4373,0.5158450704225352
벽산하나로타운 지하주차장 1층,"부산광역시 사상구 덕상로 26-14, 지하1층 (덕포동, 벽산하나로타운)",143,1533,1000이상 5000이하,128.9909286,35.1730804,부산광역시,사상구,덕포동,010-2779-5007,0.09328114807566862
광안메르빌 지하1층,부산광역시 수영구 광일로 70 (광안동),735,3372,1000이상 5000이하,129.1060022,35.1634579,부산광역시,수영구,광안동,010-6167-2231,0.2179715302491103
코오롱아파트 지하주차장 지하1층,"부산광역시 사상구 엄궁로 142 (엄궁동, 코오롱아파트)",2706,3616,1000이상 5000이하,128.9781674,35.1265801,부산광역시,사상구,엄궁동,010-4752-4535,0.7483407079646017
기아자동차서비스 지하주차장 1층,"부산광역시 사상구 가야대로 141 (감전동, 기아자동차써비스(부산사업소))",662,920,100이상 1000이하,128.9884946,35.1499552,부산광역시,사상구,감전동,010-8902-7518,0.7195652173913043
LS산전 지하주차장 1층,"부산광역시 사상구 대동로 290 (감전동, LS산전부산물류센타)",5557,7167,5000이상,128.9866795,35.1529861,부산광역시,사상구,감전동,010-5842-7563,0.7753592856146225
뉴비치아파트 전동 지하1층,"부산광역시 수영구 광안해변로15번길 68 (남천동, 뉴비치)",841,1810,1000이상 5000이하,129.1113555,35.1387853,부산광역시,수영구,남천동,010-2725-6788,0.46464088397790054
한효아파트 지하주차장 1층,"부산광역시 사상구 백양대로342번길 50 (주례동, 주례한효아파트)",10010,10521,5000이상,129.014763,35.1557638,부산광역시,사상구,주례동,010-3059-1479,0.9514304723885563
삼성1차아파트 지하주차장 1층,"부산광역시 사상구 대동로 148-29 (학장동, 1차삼성아파트)",1245,1403,1000이상 5000이하,128.9843656,35.1393887,부산광역시,사상구,학장동,010-2808-4091,0.887384176764077
신익탑스빌 지하1층,부산광역시 수영구 연수로415번길 55 (수영동),14,480,100이상 1000이하,129.1151963,35.1702346,부산광역시,수영구,수영동,010-3992-4958,0.029166666666666667
모라주공1단지아파트 101동~116동 지하1층,"부산광역시 사상구 모라로110번길 121 (모라동, 주공아파트1단지)",965,8063,5000이상,128.9980449,35.1844321,부산광역시,사상구,모라동,010-8805-8903,0.1196825003100583
백양그린아파트 201동~207동 지하1층,"부산광역시 사상구 모라로110번길 88 (모라동, 백양그린아파트)",4689,5361,5000이상,128.9949198,35.1832745,부산광역시,사상구,모라동,010-7790-9193,0.8746502518186905
모라주공4단지아파트 401동~408동 지하1층,"부산광역시 사상구 모라로192번길 50 (모라동, 주공아파트4단지)",1337,4530,1000이상 5000이하,129.0018413,35.1834204,부산광역시,사상구,모라동,010-2302-7013,0.29514348785871963
센텀수영강변 3차 e-편한세상 지하1층,부산광역시 수영구 좌수영로 192 (수영강변3차e편한세상),1268,2544,1000이상 5000이하,129.1170391,35.181382,부산광역시,수영구,망미동,010-4228-7926,0.49842767295597484
광안하이츠빌라 지하1층,"부산광역시 수영구 수영로545번길 19 (광안동, 광안하이츠)",137,320,100이상 1000이하,129.111216,35.1546323,부산광역시,수영구,광안동,010-8361-8258,0.428125
경동메르빌아파트 지하 3층 주차장,부산광역시 사상구 덕상로 8-37 (덕포동),7847,8823,5000이상,128.990532,35.1709965,부산광역시,사상구,덕포동,010-2593-5344,0.8893800294684348
로얄베스토피아 아파트 지하주차장 1층,부산광역시 수영구 과정로85번길 70,70,9312,5000이상,129.1027667,35.1791533,부산광역시,수영구,망미동,010-3107-6569,0.007517182130584193
"동원아파트 지하실(106동, 107동, 108동) 1층","부산광역시 사상구 백양대로 879 (모라동, 동원아파트)",2420,2826,1000이상 5000이하,128.9898435,35.1848331,부산광역시,사상구,모라동,010-3521-4642,0.8563340410474168
동영빌딩 지하주차장 1층,"부산광역시 사상구 새벽시장로103번길 21 (감전동, 투온골프)",126,480,100이상 1000이하,128.9850896,35.1555751,부산광역시,사상구,감전동,010-8363-8777,0.2625
광안동일스위트아파트 지하1층 주차장,"부산광역시 수영구 망미번영로38번길 104 (광안동, 광안동일스위트아파트)",3569,7240,5000이상,129.113102,35.1674313,부산광역시,수영구,광안동,010-9535-3220,0.4929558011049724
부산은행 감전지점 지하주차장 1층,"부산광역시 사상구 새벽로 160 (감전동, 부산은행감전동지점)",516,850,100이상 1000이하,128.9834201,35.155244,부산광역시,사상구,감전동,010-8443-9076,0.6070588235294118
"사상구다누림센터 지하주차장 1층,2층","부산광역시 사상구 가야대로196번길 51, 사상구 다누림센터 (학장동)",2289,10264,5000이상,128.9950795,35.1473936,부산광역시,사상구,학장동,010-5951-5419,0.223012470771629
수영지하주차장 지하1층,부산광역시 수영구 수영로 625 (광안동),293,3023,1000이상 5000이하,129.1135005,35.1616493,부산광역시,수영구,광안동,010-3716-3449,0.09692358584187893
협성엠파이어아파트 B단지 지하2층주차장,"부산광역시 수영구 장대골로19번길 31 (광안동, 협성엠파이어아파트)",851,7184,5000이상,129.1113063,35.1576607,부산광역시,수영구,광안동,010-3641-6906,0.11845768374164811
유림주상복합 지하1층,"부산광역시 수영구 장대골로7번길 45 (광안동, 광안유림노르웨이아침)",1455,2167,1000이상 5000이하,129.1124258,35.156927,부산광역시,수영구,광안동,010-1034-3180,0.6714351638209506
구덕터널,"부산광역시 사상구 학감대로 1, 구덕터널관리사무소 (학장동)",13849,27241,5000이상,128.9976807,35.1340345,부산광역시,사상구,학장동,010-7875-9410,0.5083880914797548
삼익비치타운아파트 101동 지하1층,"부산광역시 수영구 광안해변로 100, 101동 (남천동, 비치아파트)",1088,1089,1000이상 5000이하,129.1164134,35.1430393,부산광역시,수영구,남천동,010-8244-5192,0.9990817263544536
수영만아이파크 지하1층,"부산광역시 수영구 광안해변로 448 (민락동, 수영만 아이파크)",1416,1733,1000이상 5000이하,129.1295793,35.1621162,부산광역시,수영구,민락동,010-2172-4869,0.8170802077322562
한빛빌딩 지하2층,"부산광역시 사상구 사상로 196, 한빛빌딩 (괘법동)",29,431,100이상 1000이하,128.9847947,35.1627568,부산광역시,사상구,괘법동,010-3328-6172,0.06728538283062645
KBS 부산방송총국 지하대피소 지하1층,부산광역시 수영구 수영로 429 (KBS부산방송총국),26,212,100이상 1000이하,129.1075946,35.1448058,부산광역시,수영구,남천동,010-4827-1845,0.12264150943396226
삼익비치타운아파트 102동 지하1층,"부산광역시 수영구 광안해변로 100, 102동 (남천동, 비치아파트)",867,1000,100이상 1000이하,129.1164134,35.1430393,부산광역시,수영구,남천동,010-2636-6822,0.867
경동윈츠빌 상가 지하주차장 1층,"부산광역시 사상구 냉정로 120 (주례동, 경동윈츠빌)",835,3272,1000이상 5000이하,129.0132889,35.1493872,부산광역시,사상구,주례동,010-3198-8881,0.2551955990220049
한신아파트 각동지하1층,부산광역시 수영구 망미배산로70번길 45 (망미동),52,775,100이상 1000이하,129.0992475,35.1771304,부산광역시,수영구,망미동,010-1229-2621,0.06709677419354838
부산종합사회복지관 지하1층,부산광역시 수영구 금련로43번길 54 (망미동),47,307,100이상 1000이하,129.0985812,35.1709601,부산광역시,수영구,망미동,010-1877-9094,0.15309446254071662
대우마리나3차 지하주차장 1층,부산광역시 해운대구 해운대해변로 115 (대우마리나3차아파트),914,3494,1000이상 5000이하,129.1443226,35.1620087,부산광역시,해운대구,우동,010-9382-8843,0.2615912993703492
"삼한5차 아파트 501,502동 앞 지하주차장","부산광역시 해운대구 신반송로 72 (반송동, 삼한5차아파트)",1092,1808,1000이상 5000이하,129.1617042,35.2265579,부산광역시,해운대구,반송동,010-1123-3097,0.6039823008849557
마트월드 지하주차장 1층,"부산광역시 사상구 낙동대로 910 (감전동, 마트월드)",3891,7600,5000이상,128.9705568,35.1413763,부산광역시,사상구,감전동,010-7406-7615,0.5119736842105264
삼익비치타운아파트 308동 지하1층,"부산광역시 수영구 광안해변로 100, 308동 (남천동, 비치아파트)",417,560,100이상 1000이하,129.1164134,35.1430393,부산광역시,수영구,남천동,010-7686-6527,0.7446428571428572
삼정그린코아 지하 2층,"부산광역시 수영구 수영로540번길 57 (광안동, 광안동삼정그린코아아파트)",2034,9160,5000이상,129.1155501,35.1538619,부산광역시,수영구,광안동,010-9545-6131,0.2220524017467249
LG텔레콤 지하주차장 1층,"부산광역시 사상구 감전천로 216 (감전동, 엘지텔레콤빌딩)",657,2418,1000이상 5000이하,128.9770766,35.1524391,부산광역시,사상구,감전동,010-8392-8407,0.271712158808933
흰돌실버타운 지하주차장 1층,부산광역시 수영구 연수로260번길 53-0 (망미동),40,459,100이상 1000이하,129.0989166,35.1705703,부산광역시,수영구,망미동,010-6567-8408,0.08714596949891068
부산주례새마을금고 지하1층,"부산광역시 사상구 사상로 19 (주례동, 주례센텀의원)",213,254,100이상 1000이하,128.9980202,35.151112,부산광역시,사상구,주례동,010-9462-5797,0.8385826771653543
경남정보대학교 미래관 지하주차장 1층,"부산광역시 사상구 주례로 45 (주례동, 경남정보대학교)",700,3030,1000이상 5000이하,129.011275,35.14664,부산광역시,사상구,주례동,010-5851-5821,0.23102310231023102
광안현대하이페리온 지하1~2층,"부산광역시 수영구 광남로223번길 31 (민락동, 광안현대하이페리온)",6654,10808,5000이상,129.1226616,35.1610908,부산광역시,수영구,민락동,010-7706-1341,0.6156550703182827
삼익비치타운아파트 209동 지하1층,"부산광역시 수영구 광안해변로 100, 209동 (남천동, 비치아파트)",16,1323,1000이상 5000이하,129.1164134,35.1430393,부산광역시,수영구,남천동,010-2384-5474,0.012093726379440665
벽산블루밍아파트 지하주차장 1층,"부산광역시 사상구 사상로342번길 39, 지하1층 (덕포동, 덕포동벽산블루밍아파트)",10138,10854,5000이상,128.9876234,35.1755048,부산광역시,사상구,덕포동,010-5629-3090,0.9340335360235857
협진태양아파트 2동 지하1층,"부산광역시 수영구 광안해변로 141, 2동 (남천동, 협진태양아파트)",950,1143,1000이상 5000이하,129.1139867,35.1475065,부산광역시,수영구,남천동,010-3136-7119,0.8311461067366579
센텀수영강변 1차 e-편한세상 지하1층,부산광역시 수영구 좌수영로 176 (수영강변1차e편한세상),2181,2304,1000이상 5000이하,129.1171491,35.1799743,부산광역시,수영구,망미동,010-6683-6125,0.9466145833333334
센텀수영강변 2차 e-편한세상 지하1층,"부산광역시 수영구 좌수영로 204 (수영강변2차이편한세상,우남아파트)",668,2333,1000이상 5000이하,129.1159426,35.1827236,부산광역시,수영구,망미동,010-2663-6960,0.28632661808829835
금보빌라2동 지하1층,"부산광역시 수영구 수영로521번길 74 (광안동, 금보빌라맨션)",14,236,100이상 1000이하,129.1081455,35.1533458,부산광역시,수영구,광안동,010-1974-5602,0.059322033898305086
그랜드빌리지 지하1층,"부산광역시 수영구 수영로497번길 34 (광안동, 그랜드빌리지)",131,311,100이상 1000이하,129.1091489,35.1504408,부산광역시,수영구,광안동,010-9413-3197,0.4212218649517685
대림파인빌라 지하1층,"부산광역시 수영구 호암로29번나길 18 (광안동, 대림파인힐빌라)",105,443,100이상 1000이하,129.1090515,35.1533786,부산광역시,수영구,광안동,010-1927-4989,0.23702031602708803
동원아파트 대피소 지하 1층,"부산광역시 동래구 여고북로 140 (사직동, 동원아파트)",64,101,100이상 1000이하,129.0728752,35.2012271,부산광역시,동래구,사직동,010-1457-7435,0.6336633663366337
학성여객 지하 1층,부산광역시 동래구 미남로 58 (학성여객),36,391,100이상 1000이하,129.0706223,35.1992158,부산광역시,동래구,사직동,010-1615-3996,0.09207161125319693
아미맨션 지하1층,"부산광역시 서구 까치고개로 102, 지하 1층 (아미동2가, 아미맨션)",131,969,100이상 1000이하,129.011118,35.1041899,부산광역시,서구,아미동2가,010-5906-1546,0.13519091847265222
초장동교회 지하1층,"부산광역시 서구 해돋이로 192, 지하1층 (초장동)",35,115,100이상 1000이하,129.0190207,35.0940953,부산광역시,서구,초장동,010-9352-6058,0.30434782608695654
동일빌라 지하 1층,부산광역시 서구 구덕로 135-8 (토성동5가),17,240,100이상 1000이하,129.0209319,35.0973173,부산광역시,서구,토성동5가,010-4401-3462,0.07083333333333333
통일회관 지하1층,"부산광역시 부산진구 신암로 9 (범천동, 범천쇼핑)",3377,4000,1000이상 5000이하,129.0556914,35.1428932,부산광역시,부산진구,범천동,010-8749-6659,0.84425
범천경남아파트,"부산광역시 부산진구 신암로 32 (범천동, 범천경남아파트)",10234,12000,5000이상,129.056475,35.1452362,부산광역시,부산진구,범천동,010-5012-8581,0.8528333333333333
한신밴오피스텔(지하주차장 1층),"부산광역시 부산진구 동천로 116 (전포동, 한신밴)",1279,1280,1000이상 5000이하,129.0626299,35.1590596,부산광역시,부산진구,전포동,010-3101-6149,0.99921875
대동아파트(지하주차장 1층),"부산광역시 부산진구 진남로 404 (전포동, 대동파크아파트)",4018,4443,1000이상 5000이하,129.070837,35.1611092,부산광역시,부산진구,전포동,010-9343-3872,0.9043439117713257
"담배인삼공사 지하주차장 지하1,2층","부산광역시 부산진구 부전로 29 (부전동, KT&G부산부전지사)",994,2787,1000이상 5000이하,129.0560186,35.1528567,부산광역시,부산진구,부전동,010-9209-4210,0.3566559024040187
우양냉장(지하1~3층),부산광역시 서구 충무대로 234 (남부민동),314,7272,5000이상,129.0247299,35.0914899,부산광역시,서구,남부민동,010-3504-5660,0.04317931793179318
"은성교회, 지하1층",부산광역시 서구 해돋이로22번길 3-4 (남부민동),224,280,100이상 1000이하,129.0191524,35.0830985,부산광역시,서구,남부민동,010-4734-2929,0.8
대림비치아파트,부산광역시 서구 충무대로 133-0 (남부민동),4828,9596,5000이상,129.0245385,35.0820335,부산광역시,서구,남부민동,010-3945-6960,0.5031263026260943
사조대림,부산광역시 서구 충무대로 170-0 (남부민동),110,347,100이상 1000이하,129.0253968,35.0858315,부산광역시,서구,남부민동,010-9871-2147,0.3170028818443804
고려빌라,부산광역시 서구 충무대로34번길 15 (암남동),355,1000,100이상 1000이하,129.0170417,35.077952,부산광역시,서구,암남동,010-5907-1761,0.355
부산적십자회관(지하주차장 1층),부산광역시 부산진구 동성로 144 (적십자회관빌딩),12,720,100이상 1000이하,129.0636032,35.1614932,부산광역시,부산진구,전포동,010-9827-6571,0.016666666666666666
국민은행 부산종합금융센터 지하주차장 지하1층,부산광역시 중구 중앙대로 49 (중앙동2가),285,513,100이상 1000이하,129.036128,35.1021604,부산광역시,중구,중앙동2가,010-5160-8514,0.5555555555555556
마린센터 지하주차장 지하1층,부산광역시 중구 충장대로9번길 52 (중앙동4가),502,800,100이상 1000이하,129.0389059,35.1101138,부산광역시,중구,중앙동4가,010-6991-7572,0.6275
중앙도서관 지하1층,"부산광역시 중구 망양로193번길 146, 중앙도서관 (보수동1가)",1117,1875,1000이상 5000이하,129.0271601,35.1101431,부산광역시,중구,보수동1가,010-6441-2606,0.5957333333333333
"동인빌딩 지하주차장 지하1,2층",부산광역시 중구 대청로 71 (보수동1가),374,520,100이상 1000이하,129.0276253,35.1032923,부산광역시,중구,보수동1가,010-1078-6071,0.7192307692307692
힐사이드호텔 지하1층,부산광역시 중구 중구로 160 (영주동),39,123,100이상 1000이하,129.0359616,35.1092367,부산광역시,중구,영주동,010-2263-3716,0.3170731707317073
코모도호텔,부산광역시 중구 중구로 151 (영주동),153,320,100이상 1000이하,129.0353031,35.108908,부산광역시,중구,영주동,010-3545-7854,0.478125
광일공영주차장 지하주차장 지하1층,부산광역시 중구 중구로 74 (대청동4가),904,1929,1000이상 5000이하,129.0297589,35.103873,부산광역시,중구,대청동4가,010-1008-6010,0.46863659927423534
"대림에이스타운 지하주차장 지하1,2층",부산광역시 중구 법수길 72,1677,5008,5000이상,129.0253304,35.1066952,부산광역시,중구,보수동1가,010-9753-7187,0.3348642172523962
골든오피스텔 지하주차장 지하1층,부산광역시 중구 보수대로 82 (부평동4가),117,127,100이상 1000이하,129.0215079,35.1029828,부산광역시,중구,부평동4가,010-4569-3651,0.9212598425196851
부산은행 부평지점 지하주차장 지하1층,부산광역시 중구 대청로 56 (부평동2가),200,400,100이상 1000이하,129.0260718,35.1028177,부산광역시,중구,부평동2가,010-9825-7682,0.5
부평아파트 지하1층,부산광역시 중구 흑교로 34 (부평동2가),426,529,100이상 1000이하,129.0255887,35.1024713,부산광역시,중구,부평동2가,010-3060-2286,0.8052930056710775
부산은행 신창동지점 지하1층,부산광역시 중구 광복중앙로 13 (신창동1가),228,249,100이상 1000이하,129.0307891,35.1005125,부산광역시,중구,신창동1가,010-2775-6719,0.9156626506024096
KEB하나은행 충무동지점 지하주차장 지하1~3층,부산광역시 중구 구덕로 87-1 (남포동6가),414,580,100이상 1000이하,129.0264069,35.0968186,부산광역시,중구,남포동6가,010-5291-5879,0.7137931034482758
"제일빌딩 지하주차장 지하1,2층",부산광역시 중구 대영로 235 (영주동),76,347,100이상 1000이하,129.0364076,35.1123726,부산광역시,중구,영주동,010-5798-7092,0.21902017291066284
영주동새마을금고 지하주차장 지하1층,부산광역시 중구 동영로 65 (영주동),73,195,100이상 1000이하,129.0317241,35.1110025,부산광역시,중구,영주동,010-9019-6583,0.37435897435897436
대청어린이집 지하1층,부산광역시 중구 망양로383번안길 25 (영주동),16,224,100이상 1000이하,129.0293846,35.1103444,부산광역시,중구,영주동,010-8301-5227,0.07142857142857142
동아아파트 지하주차장 지하1층,부산광역시 중구 영주로 65 (영주동),980,1442,1000이상 5000이하,129.0296583,35.1135344,부산광역시,중구,영주동,010-6062-6361,0.6796116504854369
금호타운 지하주차장 지하1층,부산광역시 중구 영주로 51 (영주동),1288,2315,1000이상 5000이하,129.03001,35.1112724,부산광역시,중구,영주동,010-6150-9511,0.5563714902807776
KT플라자 중부산점 지하1층,부산광역시 중구 중앙대로 136 (중앙동4가),847,3116,1000이상 5000이하,129.0376539,35.1095404,부산광역시,중구,중앙동4가,010-4343-6872,0.2718228498074454
유창빌딩 지하주차장 지하1층,부산광역시 중구 중앙대로 72 (중앙동4가),101,520,100이상 1000이하,129.0367662,35.1041802,부산광역시,중구,중앙동4가,010-8240-1234,0.19423076923076923
우리저축은행 중앙지점 지하1층,부산광역시 중구 광복중앙로 25 (신창동1가),173,616,100이상 1000이하,129.0306833,35.1015498,부산광역시,중구,신창동1가,010-4473-4159,0.28084415584415584
신한은행 자갈치역점 지하1층,부산광역시 중구 구덕로 86 (남포동6가),398,700,100이상 1000이하,129.0263756,35.0975988,부산광역시,중구,남포동6가,010-4659-6814,0.5685714285714286
빛으로의원 지하주차장 지하1층,부산광역시 중구 자갈치로37번길 4 (남포동5가),328,400,100이상 1000이하,129.0286153,35.0971667,부산광역시,중구,남포동5가,010-9174-3039,0.82
창신아파트 지하주차장 1층,"부산광역시 사상구 백양대로902번길 46 (모라동, 창신그린힐아파트)",352,935,100이상 1000이하,128.9930921,35.1876397,부산광역시,사상구,모라동,010-4332-3468,0.3764705882352941
화인아파트 지하주차장 1층,"부산광역시 사상구 백양대로934번길 52-6 (모라동, 화인아파트)",407,1858,1000이상 5000이하,128.9942522,35.1899294,부산광역시,사상구,모라동,010-5617-7410,0.21905274488697524
"산업은행 부산지점 지하주차장 지하1,2층",부산광역시 중구 대청로 136 (중앙동2가),593,1221,1000이상 5000이하,129.0348093,35.1026402,부산광역시,중구,중앙동2가,010-4670-5054,0.4856674856674857
대동맨션 지하1층,부산광역시 중구 동광길93번길 5 (동광동5가),468,829,100이상 1000이하,129.0341255,35.1074987,부산광역시,중구,동광동5가,010-3493-3594,0.5645355850422196
하나은행 동광지점 지하주차장 지하1층,부산광역시 중구 광복로97번길 18 (동광동2가),8,880,100이상 1000이하,129.0353348,35.100228,부산광역시,중구,동광동2가,010-1736-6128,0.00909090909090909
메리놀병원 지하1층,부산광역시 중구 중구로 121 (대청동4가),379,832,100이상 1000이하,129.0324148,35.1076838,부산광역시,중구,대청동4가,010-8031-2305,0.45552884615384615
중부산세무서 지하1층,부산광역시 중구 흑교로 64 (보수동1가),250,316,100이상 1000이하,129.0248011,35.1053684,부산광역시,중구,보수동1가,010-8491-7125,0.7911392405063291
대영로지하보도 지하1층,부산광역시 중구 대영로 242 (영주동),112,224,100이상 1000이하,129.0369816,35.1118998,부산광역시,중구,영주동,010-6829-6897,0.5
부산우체국 지하,부산광역시 중구 중앙대로 63 (중앙동3가),2066,2489,1000이상 5000이하,129.0360254,35.1034114,부산광역시,중구,중앙동3가,010-7589-8296,0.8300522298111691
새들맨션 지하주차장 지하1층,부산광역시 중구 중구로 81 (대청동4가),138,323,100이상 1000이하,129.0296795,35.1048979,부산광역시,중구,대청동4가,010-8187-9461,0.42724458204334365
가톨릭센터 지하주차장 지하1층,부산광역시 중구 중구로 71 (대청동4가),149,380,100이상 1000이하,129.0285551,35.104383,부산광역시,중구,대청동4가,010-9617-7503,0.39210526315789473
한국투자증권 부산사옥 지하주차장 지하1층,"부산광역시 중구 해관로 1 (동광동1가, 한국투자증권(주) 부산사옥)",194,550,100이상 1000이하,129.0356778,35.0989754,부산광역시,중구,동광동1가,010-9911-3906,0.3527272727272727
부산관광호텔주차장 지하1층,부산광역시 중구 광복로97번길 24 (동광동2가),85,612,100이상 1000이하,129.0350495,35.1006901,부산광역시,중구,동광동2가,010-7427-8837,0.1388888888888889
중구청 지하2층,부산광역시 중구 중구로 120 (대청동1가),311,320,100이상 1000이하,129.032352,35.106214,부산광역시,중구,대청동1가,010-9130-2077,0.971875
창국빌딩 지하주차장 지하1층,부산광역시 중구 대청로 124(대청동1가),0,191,100이상 1000이하,129.0334754,35.1026175,부산광역시,중구,대청동1가,010-9590-6508,0.0
월드밸리  지하주차장 지하1~6층,부산광역시 중구 대청로 60 (부평동2가),634,4190,1000이상 5000이하,129.0263542,35.1028103,부산광역시,중구,부평동2가,010-7566-6153,0.1513126491646778
기업은행 부산지점 지하주차장 지하1층,부산광역시 중구 광복로97번안길 4 (광복동1가),231,320,100이상 1000이하,129.0350458,35.0993821,부산광역시,중구,광복동1가,010-2041-1376,0.721875
백성빌딩 지하주차장 지하1~3층,부산광역시 중구 대청로 80 (대청동3가),574,720,100이상 1000이하,129.0285778,35.1027847,부산광역시,중구,대청동3가,010-6340-3615,0.7972222222222223
